Station Name,Latitude,Longitude,Elevation,Year,Max Temp,Number Missing,Number Estimated,Min Temp,Number Missing,Number Estimated,Avg Temp,Number Missing,Number Estimated,Avg Bare Soil Temp,Number Missing,Number Estimated,Avg Turf Soil Temp,Number Missing,Number Estimated,Avg Wind Speed,Number Missing,Number Estimated,Max Wind Speed,Number Missing,Number Estimated,Total Solar Rad,Number Missing,Number Estimated,Avg Penman PET,Number Missing,Number Estimated,Total Penman PET,Number Missing,Number Estimated,Total Rainfall,Number Missing,Number Estimated,Avg Dew Point,Number Missing,Number Estimated,Avg Wind Chill,Number Missing,Number Estimated
Linton,46.32716,-100.28146,1973,2003,53.9,0,0,31.489,0,0,42.695,0,0,47.877,0,3,46.35,0,3,10.934,0,2,26.172,0,2,365.192,0,0,0.168,0,0,61.142,0,0,11.27,154,6,31.375,0,0,36.48,0,2
Linton,46.32716,-100.28146,1973,2004,54.073,0,0,31.56,0,0,42.817,0,0,48.626,0,3,46.542,0,5,11.044,0,14,26.58,0,12,363.644,0,1,0.164,0,0,60.125,0,0,11.58,152,1,32.271,0,1,36.945,0,14
Linton,46.32716,-100.28146,1973,2005,55.893,0,0,33.671,0,0,44.782,0,0,49.045,0,0,48.094,1,0,11.4,0,0,26.431,0,0,368.886,0,3,0.17,0,0,61.91,0,0,16.39,151,1,33.986,1,0,38.854,1,0
Linton,46.32716,-100.28146,1973,2006,57.482,0,0,34.909,0,0,46.196,0,0,49.646,0,4,48.411,0,6,11.32,0,10,26.967,0,10,357.586,0,1,0.18,0,0,65.729,0,0,11.68,151,0,33.877,0,6,40.33,0,16
Linton,46.32716,-100.28146,1973,2007,53.971,0,0,32.701,0,0,43.336,0,0,48.976,0,0,47.719,0,0,11.413,0,1,26.4,0,1,355.407,0,0,0.161,0,0,58.737,0,0,16.49,151,9,33.524,0,1,37.391,1,1
Linton,46.32716,-100.28146,1973,2008,52.947,0,0,29.714,0,0,41.331,0,0,46.09,0,0,46.012,0,0,11.587,0,0,27.206,0,0,359.013,0,0,0.169,0,0,61.851,0,0,14.26,152,0,29.669,0,1,34.79,0,1
Linton,46.32716,-100.28146,1973,2009,49.543,0,0,29.868,0,0,39.705,0,0,47.426,0,1,46.735,0,1,11.012,0,0,24.995,0,0,360.822,0,0,0.142,0,0,51.677,0,0,13.3,151,1,30.809,0,0,32.933,0,0
Linton,46.32716,-100.28146,1973,2010,51.942,0,0,32.696,0,0,42.319,0,0,49.245,0,0,47.987,0,2,11.674,0,7,26.676,0,6,353.687,0,0,0.156,0,0,56.863,0,0,16.83,155,1,32.814,0,0,36.266,0,5
Linton,46.32716,-100.28146,1973,2011,52.02,0,0,31.766,0,1,41.894,0,1,48.199,0,0,46.247,0,0,11.881,0,26,27.62,0,24,368.255,0,0,0.153,0,0,55.764,0,0,16.75,151,0,32.31,0,1,35.082,0,26
Linton,46.32716,-100.28146,1973,2012,57.676,0,0,34.912,0,0,46.294,0,0,52.636,0,0,50.295,0,0,11.313,0,4,26.874,0,4,378.252,0,0,0.188,0,0,68.867,0,0,12.61,152,0,33.376,0,0,40.862,0,4
Linton,46.32716,-100.28146,1973,2013,51.384,0,0,30.631,0,1,41.008,0,1,49.832,0,2,46.154,0,2,11.134,0,1,26.032,0,0,360.315,0,2,0.15,0,0,54.867,0,0,22.406,151,14,31.418,0,2,33.901,0,2
Linton,46.32716,-100.28146,1973,2014,51.23,0,1,30.056,0,1,40.643,0,1,49.343,0,0,45.298,0,0,11.747,0,0,27.573,0,1,322.935,0,0,0.141,0,0,51.591,0,0,16.004,151,0,30.823,0,0,33.466,0,0
Linton,46.32716,-100.28146,1973,2015,56.681,0,1,34.32,0,2,45.501,0,2,51.495,0,1,48.563,0,1,10.44,0,2,25.549,0,2,336.383,0,0,0.164,0,0,59.784,0,0,17.448,151,0,34.007,0,2,39.789,0,4
Linton,46.32716,-100.28146,1973,2016,57.105,0,1,34.959,0,1,46.032,0,1,52.052,0,3,49.254,0,3,11.439,0,8,27.889,0,5,339.514,0,3,0.168,0,0,61.325,0,0,16.939,152,0,35.427,0,3,40.566,0,8
Linton,46.32716,-100.28146,1973,2017,54.834,0,0,32.685,0,1,43.759,0,1,50.889,0,1,48.25,0,1,10.434,0,1,25.833,0,0,345.1,0,1,0.168,0,0,61.199,0,0,11.867,151,0,31.794,0,1,37.855,0,1
Linton,46.32716,-100.28146,1973,2018,51.765,0,0,31.122,0,0,41.443,0,0,49.741,0,1,46.238,0,1,9.854,0,1,25.127,0,0,332.62,0,1,0.142,0,0,51.771,0,0,15.695,151,0,32.223,0,1,35.155,0,1
Linton,46.32716,-100.28146,1973,2019,48.617,0,0,29.75,0,1,39.184,0,1,48.987,0,0,45.317,0,0,10.786,0,0,26.517,0,0,335.158,0,0,0.125,0,0,45.699,0,0,27.614,151,0,31.531,0,0,32.164,0,0
Linton,46.32716,-100.28146,1973,2020,54.753,0,0,32.46,0,0,43.606,0,0,52.263,0,1,48.14,0,1,10.691,0,1,27.938,0,0,364.679,0,1,0.166,0,0,60.704,0,0,10.236,152,0,32.706,0,1,37.798,0,1
Linton,46.32716,-100.28146,1973,2021,57.147,0,0,34.012,0,0,45.579,0,0,52.993,0,1,48.801,0,1,11.086,0,1,28.359,0,0,351.037,0,1,0.186,0,0,68.031,0,0,13.289,151,0,32.436,0,1,39.914,0,1
Linton,46.32716,-100.28146,1973,2022,52.233,0,3,29.606,0,3,40.92,0,3,49.421,0,1,47.5,0,1,11.228,0,1,28.335,0,3,360.914,0,1,0.185,0,0,67.422,0,0,11.142,151,0,30.052,0,1,33.919,0,1
