Station Name,Latitude,Longitude,Elevation,Year,Max Temp,Number Missing,Number Estimated,Min Temp,Number Missing,Number Estimated,Avg Temp,Number Missing,Number Estimated,Avg Bare Soil Temp,Number Missing,Number Estimated,Avg Turf Soil Temp,Number Missing,Number Estimated,Avg Wind Speed,Number Missing,Number Estimated,Max Wind Speed,Number Missing,Number Estimated,Total Solar Rad,Number Missing,Number Estimated,Avg Penman PET,Number Missing,Number Estimated,Total Penman PET,Number Missing,Number Estimated,Total Rainfall,Number Missing,Number Estimated,Avg Dew Point,Number Missing,Number Estimated,Avg Wind Chill,Number Missing,Number Estimated
Baker,48.16713,-99.64839,1703,2020,50.699,0,0,30.201,0,0,40.45,0,0,47.215,0,2,45.372,0,1,10.14,0,1,26.232,0,0,334.238,0,1,0.137,0,0,50.023,0,0,14.849,152,0,31.44,0,1,34.191,0,1
Baker,48.16713,-99.64839,1703,2021,53.008,0,0,31.356,0,0,42.182,0,0,47.743,0,1,47.151,0,0,10.006,0,0,25.655,0,0,325.408,0,0,0.154,0,0,56.222,0,0,16.37,151,0,30.899,0,0,36.038,0,0
Baker,48.16713,-99.64839,1703,2022,47.23,0,2,27.241,0,2,37.235,0,2,45.623,0,2,44.142,0,2,11.072,0,2,26.565,0,2,324.399,0,2,0.146,0,0,53.311,0,0,11.864,151,0,28.916,0,2,29.331,0,2
Beach,46.78941,-103.96629,2901,1994,54.486,0,0,31.026,0,8,42.756,0,8,47.514,0,0,47.834,0,0,9.465,0,37,23.509,0,40,357.794,0,0,0.162,0,0,59.169,0,0,11.97,151,0,31.079,0,4,37.182,0,40
Beach,46.78941,-103.96629,2901,1995,54.281,0,2,30.952,0,13,42.616,0,13,46.213,0,0,46.553,0,1,9.285,0,6,23.54,0,5,343.823,0,1,0.144,0,0,52.511,0,0,10.4,151,0,33.646,0,0,36.93,0,6
Beach,46.78941,-103.96629,2901,1996,49.99,0,4,27.936,0,17,38.963,0,17,45.99,0,0,45.755,0,0,9.89,0,0,24.222,0,0,349.83,0,0,0.136,0,0,49.774,0,0,11.11,152,2,31,0,2,32.208,0,1
Beach,46.78941,-103.96629,2901,1997,55.103,0,3,32.099,0,15,43.601,0,15,46.771,0,0,45.806,0,0,9.718,0,0,24.099,0,0,361.445,0,0,0.159,0,0,57.877,0,0,13.11,151,1,32.776,0,2,37.839,0,2
Beach,46.78941,-103.96629,2901,1998,55.761,0,2,33.359,0,12,44.561,0,12,47.648,0,0,47.463,0,0,9.324,0,7,23.435,0,5,357.01,0,1,0.162,0,0,59.153,0,0,13.06,151,0,33.021,0,9,39.272,0,14
Beach,46.78941,-103.96629,2901,1999,57.22,0,8,33.425,0,0,45.323,0,8,47.391,0,0,46.736,0,0,9.508,0,0,23.754,0,0,364.011,0,0,0.169,0,0,61.69,0,0,12.054,151,4,33.123,0,0,40.302,0,0
Beach,46.78941,-103.96629,2901,2000,55.448,0,1,30.741,0,1,43.095,0,1,48.033,0,3,46.426,0,1,9.832,0,2,24.838,0,0,369.584,0,3,0.178,0,0,65.284,0,0,9.986,152,5,30.206,0,1,37.501,0,1
Beach,46.78941,-103.96629,2901,2001,55.775,0,0,32.9,0,0,44.338,0,0,47.891,0,1,46.236,0,1,9.638,0,6,24.411,0,4,379.602,0,1,0.179,0,0,65.387,0,0,15.459,151,9,31.108,0,2,39.133,0,6
Beach,46.78941,-103.96629,2901,2002,54.656,0,0,31.172,0,0,42.914,0,0,46.526,0,1,46.215,0,1,10.273,0,1,25.838,0,0,350.201,0,1,0.176,0,0,64.238,0,0,7.15,151,10,29.624,0,1,36.871,0,1
Beach,46.78941,-103.96629,2901,2003,55.785,0,0,31.723,0,0,43.754,0,0,47.539,0,0,47.261,0,0,9.601,0,5,24.327,0,5,350.38,0,0,0.174,0,0,63.42,0,0,12.117,154,6,30.4,0,1,38.279,0,6
Beach,46.78941,-103.96629,2901,2004,54.852,0,0,31.069,0,0,42.961,0,0,46.631,0,0,46.802,0,0,9.808,0,4,24.386,0,4,352.609,0,4,0.17,0,0,62.304,0,0,10.84,152,0,30.213,0,0,37.602,0,4
Beach,46.78941,-103.96629,2901,2005,55.276,0,6,32.531,0,5,43.904,0,6,47.287,0,7,47.57,1,8,9.842,0,7,24.386,0,6,351.723,0,7,0.168,0,0,61.307,0,0,16.848,151,8,31.541,1,8,38.453,1,8
Beach,46.78941,-103.96629,2901,2006,57.574,0,0,33.25,0,0,45.412,0,0,48.548,0,0,48.503,0,0,9.572,0,1,23.806,0,1,362.748,0,1,0.181,0,0,65.926,0,0,13.574,151,2,31.548,0,0,40.413,1,0
Beach,46.78941,-103.96629,2901,2007,56.823,0,0,32.284,0,0,44.554,0,0,47.358,0,0,47.788,0,0,9.785,0,0,25.546,0,0,357.466,0,0,0.177,0,0,64.771,0,0,12.653,151,9,31.708,0,0,39.476,0,0
Beach,46.78941,-103.96629,2901,2008,54.683,0,0,29.141,0,0,41.912,0,0,47.532,0,0,47,0,0,9.817,0,0,27.168,0,0,360.629,0,0,0.18,0,0,65.711,0,0,9.17,152,1,27.805,0,0,36.148,0,0
Beach,46.78941,-103.96629,2901,2009,52.992,0,0,29.557,0,1,41.275,0,1,46.974,0,1,45.787,0,1,9.345,0,0,25.614,0,0,346.517,0,0,0.156,0,0,57.112,0,0,12.4,151,0,29.459,0,0,35.171,0,0
Beach,46.78941,-103.96629,2901,2010,52.795,0,0,31.148,0,0,41.972,0,0,48.545,0,0,47.607,0,0,8.946,0,4,23.122,0,4,332.609,0,0,0.142,0,0,51.861,0,0,16.77,155,1,32.045,0,0,36.429,0,4
Beach,46.78941,-103.96629,2901,2011,53.374,0,0,31.061,0,1,42.218,0,1,47.767,0,0,47.152,0,0,9.752,0,0,23.618,0,0,324.217,0,0,0.146,0,0,53.357,0,0,15.07,151,0,31.335,0,1,36.22,0,1
Beach,46.78941,-103.96629,2901,2012,59.049,0,0,33.383,0,0,46.216,0,0,49.881,0,1,49.459,0,0,9.224,0,5,23.596,0,5,343.609,0,0,0.192,0,0,70.153,0,0,9.12,152,0,30.643,0,0,41.769,0,5
Beach,46.78941,-103.96629,2901,2013,53.149,0,5,30.745,0,5,41.947,0,5,47.831,0,6,47.545,0,6,9.473,0,12,23.719,0,11,346.02,0,6,0.149,0,0,54.284,0,0,17.15,151,6,31.612,0,6,35.911,0,12
Beach,46.78941,-103.96629,2901,2014,52.764,0,15,30.044,0,15,41.404,0,15,47.066,0,14,46.317,0,11,9.761,0,0,24.222,0,0,328.298,0,0,0.143,0,0,52.161,0,0,15.28,151,0,31.332,0,15,35.243,0,15
Beach,46.78941,-103.96629,2901,2015,58.357,0,0,33.166,0,0,45.762,0,0,48.5,0,78,47.767,0,0,8.964,0,0,22.927,0,0,344.721,0,0,0.169,0,0,61.697,0,0,12.235,151,0,33.175,0,0,40.613,0,0
Beach,46.78941,-103.96629,2901,2016,58.169,0,0,33.761,0,1,45.965,0,1,50.246,0,1,49.4,0,1,9.118,0,1,24.256,0,0,348.932,0,1,0.174,0,0,63.516,0,0,14.606,152,0,33.473,0,1,41.118,0,1
Beach,46.78941,-103.96629,2901,2017,55.562,0,0,31.267,0,1,43.415,0,1,49.321,0,1,49.094,0,1,8.936,0,1,24.617,0,0,362.499,0,1,0.18,0,0,65.863,0,0,6.758,151,0,29.435,0,1,38.457,0,1
Beach,46.78941,-103.96629,2901,2018,52.413,0,0,29.714,0,1,41.063,0,1,47.784,0,1,46.448,0,1,8.478,0,4,22.538,0,3,350.994,0,1,0.145,0,0,53.083,0,0,9.903,151,1,30.508,0,1,35.514,0,4
Beach,46.78941,-103.96629,2901,2019,50.169,0,0,28.796,0,0,39.483,0,0,46.27,0,1,45.297,0,1,8.599,0,1,23.402,0,0,339.474,0,1,0.134,0,0,48.827,0,0,19.739,151,0,30.126,0,1,33.664,0,1
Beach,46.78941,-103.96629,2901,2020,56.032,0,0,31.187,0,0,43.609,0,0,47.565,0,0,46.415,0,0,8.471,0,0,25.081,0,0,364.693,0,0,0.17,0,0,62.348,0,0,7.519,152,0,30.302,0,0,38.785,0,0
Beach,46.78941,-103.96629,2901,2021,57.833,0,0,32.144,0,0,44.989,0,0,48.491,0,1,48.224,0,1,8.865,0,1,25.465,0,0,357.103,0,1,0.187,0,0,68.4,0,0,8.616,151,0,29.007,0,1,40.262,0,1
Beach,46.78941,-103.96629,2901,2022,53.018,0,1,30.066,0,2,41.542,0,2,45.934,0,2,46.113,0,2,9.558,0,1,26.316,0,1,356.672,0,1,0.184,0,0,67.027,0,0,13.348,151,0,29.69,0,1,35.338,0,1
Becker,45.34399,-93.85014,942,2019,59.87,89,0,41.039,89,1,50.454,89,1,55.229,90,2,53.243,90,32,5.309,89,2,18.631,89,0,324.949,89,2,0.124,89,0,34.146,89,0,26.942,151,22,41.124,90,2,48.344,90,2
Becker,45.34399,-93.85014,942,2020,54.808,0,0,34.933,0,0,44.871,0,0,50.98,0,0,49.163,0,0,5.918,0,0,19.133,0,0,322.753,0,0,0.123,0,0,45.017,0,0,17.158,152,0,35.226,0,0,41.79,0,0
Becker,45.34399,-93.85014,942,2021,56.702,0,0,36.032,0,1,46.367,0,1,52.41,0,1,51.197,0,1,5.876,0,1,18.952,0,0,344.551,0,1,0.133,0,0,48.47,0,0,14.451,151,0,36.019,0,2,43.377,0,2
Becker,45.34399,-93.85014,942,2022,52.779,0,3,32.929,0,5,42.854,0,5,49.333,0,2,48.278,0,1,6.963,0,1,20.789,0,3,328.457,0,1,0.147,0,0,53.669,0,0,21.501,151,0,33.36,0,1,38.47,0,1
Berthold,48.37954,-101.82199,2132,2002,48.953,0,0,28.632,0,0,38.793,0,0,44.403,0,1,41.826,0,0,11.173,0,12,25.17,0,12,338.578,0,0,0.134,0,0,49.02,0,0,10.935,151,9,30.089,0,0,31.288,0,12
Berthold,48.37954,-101.82199,2132,2003,50.273,0,0,28.183,0,0,39.228,0,0,46.897,0,0,44.495,0,0,11.705,0,9,25.684,0,9,339.301,0,0,0.152,0,0,55.329,0,0,6.774,154,6,29.257,0,0,31.684,0,9
Berthold,48.37954,-101.82199,2132,2004,49.005,0,0,27.832,0,0,38.419,0,0,45.536,0,0,42.87,0,0,11.168,0,6,25.037,0,6,327.14,0,0,0.127,0,0,46.347,0,0,11.962,152,3,30.398,0,0,31.193,2,4
Berthold,48.37954,-101.82199,2132,2005,50.554,0,0,30.292,0,0,40.423,0,0,47.277,0,1,45.089,1,1,11.392,0,3,25.337,0,3,315.465,0,0,0.137,0,0,50.163,0,0,16.72,151,4,31.67,1,1,33.445,1,3
Berthold,48.37954,-101.82199,2132,2006,53.575,0,0,30.875,0,0,42.226,0,0,45.836,0,1,45.27,0,1,10.992,0,13,25.244,0,11,311.895,0,0,0.153,0,0,55.679,0,0,9.81,151,0,31.866,0,1,35.829,0,12
Berthold,48.37954,-101.82199,2132,2007,51.633,0,0,28.796,0,0,40.215,0,0,45.966,0,0,45.099,0,0,11.194,0,7,25.404,0,6,301.526,0,7,0.148,0,0,54.16,0,0,12.764,151,9,30.133,0,1,33.314,0,8
Berthold,48.37954,-101.82199,2132,2008,49.598,0,0,25.947,0,0,37.773,0,0,44.152,0,0,43.911,0,0,11.192,0,2,25.813,0,2,314.188,0,1,0.146,0,0,53.466,0,0,14.81,152,0,27.473,0,0,30.338,0,2
Berthold,48.37954,-101.82199,2132,2009,47.375,0,0,26.319,0,0,36.847,0,0,45.393,0,0,43.699,0,0,11.274,0,3,24.348,0,3,325.059,0,0,0.132,0,0,48.303,0,0,12.54,151,1,28.513,0,0,29.2,0,3
Berthold,48.37954,-101.82199,2132,2010,49.12,0,0,29.764,0,1,39.442,0,1,47.372,0,0,45.683,0,0,10.248,0,9,23.192,0,10,322.832,0,4,0.124,0,0,45.398,0,0,17.73,155,1,32.072,0,0,32.99,0,9
Berthold,48.37954,-101.82199,2132,2011,49.733,0,1,30.631,0,1,40.182,0,1,47.107,0,1,45.592,0,1,11.151,0,0,25.02,0,0,335.282,0,0,0.132,0,0,48.272,0,0,17.05,151,0,32.015,0,1,33.027,0,1
Berthold,48.37954,-101.82199,2132,2012,53.629,0,0,31.879,0,0,42.754,0,0,47.907,0,2,46.9,0,0,10.678,0,5,24.505,0,5,319.588,0,10,0.153,0,0,55.815,0,0,10.71,152,0,32.262,0,1,36.474,0,6
Berthold,48.37954,-101.82199,2132,2013,46.619,0,3,27.193,0,4,36.906,0,4,43.855,0,4,43.332,0,4,11.073,0,8,24.619,0,6,327.013,0,8,0.121,0,0,44.162,0,0,20.487,151,17,29.128,0,4,28.856,0,8
Berthold,48.37954,-101.82199,2132,2014,47.976,0,1,27.879,0,1,37.927,0,1,42.224,0,1,43.407,0,1,11.491,0,1,25.568,0,1,316.159,0,5,0.12,0,0,43.824,0,0,17.733,151,1,30.054,0,1,29.793,0,1
